rewards
17.866012573242188
141.5027313232422
13.061407089233398
71.72726440429688
110.16682434082031
34.77031326293945
93.56122589111328
49.42479705810547
116.10505676269531
46.24584197998047
39.36595916748047
45.186927795410156
28.457489013671875
6.033282279968262
5.63664436340332
8.423437118530273
302.6581115722656
131.33592224121094
265.35565185546875
5.075189113616943
85.8790283203125
202.24423217773438
26.013851165771484
509.65557861328125
6.840460300445557
5.235694885253906
5.83281135559082
404.1010437011719
7.99003791809082
6.4009246826171875
98.80045318603516
6.348977565765381
82.0225830078125
123.5443115234375
16.658105850219727
5.710251331329346
239.94729614257812
145.50820922851562
4.023156642913818
71.0066909790039
88.44674682617188
36.599456787109375
45.226112365722656
428.299072265625
52.696861267089844
73.04389953613281
7.749309062957764
25.93195343017578
193.6254425048828
66.34439849853516
1072.231201171875
214.25840759277344
30.19551658630371
30.313505172729492
26.491390228271484
35.87053680419922
27.368637084960938
51.77323532104492
59.66172409057617
97.62147521972656
50.21044921875
761.7518310546875
23.927349090576172
2199.731689453125
2893.235107421875
794.4703979492188
241.17282104492188
75.71509552001953
91.71781158447266
710.7033081054688
110.70581817626953
582.3603515625
496.3418884277344
473.2237854003906
774.4830932617188
141.40817260742188
200.22230529785156
1668.25439453125
12834.060546875
605.6965942382812
297.29754638671875
274.02362060546875
6226.5576171875
4609.60107421875
13855.4658203125
505.7407531738281
672.1450805664062
2740.509521484375
15001.642578125
22472.244140625
1161.7962646484375
11899.3818359375
2207.86279296875
2241.412109375
1224.4090576171875
63571.82421875
1186.9195556640625
3921.897216796875
961.9991455078125
59662.2265625
13833.9609375
21416.15625
3642.82568359375
2855.58056640625
103642.7109375
2196.98876953125
3168.889892578125
2697.295654296875
2698.75537109375
3726.477783203125
5249.4755859375
6524.2509765625
94447.53125
2677.241455078125
4348.033203125
76457.4375
46511.65625
66383.34375
49600.03515625
25997.234375
8409.966796875
8835.890625
8787.9365234375
6262.40625
204000.75
27925.3125
18633.611328125
7720.0087890625
541580.9375
10062.87109375
7582.49755859375
14820.05078125
15892.0458984375
75614.2890625
88316.6953125
14863.958984375
22299.052734375
16737.880859375
22035.326171875
19553.037109375
377467.75
27567.001953125
40483.70703125
21334.38671875
1163049.125
244542.828125
314884.625
156359.484375
19287.37109375
32876.89453125
39739.6953125
30401.2265625
295143.125
1070696.625
107845.8359375
34964.6171875
802010.1875
83089.6875
61552.41015625
49356.48828125
132063.390625
206138.65625
169194.1875
98774.984375
106577.484375
477389.53125
112712.1875
147570.078125
142640.859375
194089.125
1072381.625
373203.25
181139.953125
163819.8125
266447.875
2884612.75
884069.5625
876639.25
269352.3125
617830.0
637631.375
457174.90625
338838.1875
421915.59375
